日付,A:総入園者数,B:有料入園者数,C:無料入園者数,D:Cのうち幼児,E:Cのうち小学生,F:Cのうち中学生,G:Cのうち障がい者,H:Cのうち市内６５歳以上,I:CのうちD〜H以外
2016-12-01,232,181,51,26,1,0,2,12,10
2016-12-02,231,153,78,52,1,0,2,5,18
2016-12-03,1829,1151,678,420,106,17,23,44,68
2016-12-04,3216,1892,1324,838,296,16,41,63,70
2016-12-05,662,503,159,89,29,2,8,18,13
2016-12-06,203,110,93,67,4,0,3,1,18
2016-12-07,314,231,83,21,19,1,7,7,28
2016-12-08,403,258,145,44,68,1,1,8,23
2016-12-09,346,212,134,77,16,1,8,5,27
2016-12-10,255,202,53,26,12,1,0,3,11
2016-12-11,598,431,167,72,44,13,9,7,22
2016-12-12,329,291,38,17,8,0,1,11,1
2016-12-13,359,307,52,21,15,3,2,8,3
2016-12-14,0,0,0,0,0,0,0,0,0
2016-12-15,363,296,67,39,6,1,3,8,10
2016-12-16,338,276,62,19,25,2,5,8,3
2016-12-17,849,622,227,92,51,11,18,17,38
2016-12-18,1345,939,406,199,104,15,14,23,51
2016-12-19,378,296,82,41,17,7,4,9,4
2016-12-20,310,224,86,30,29,0,1,8,18
2016-12-21,351,256,95,63,10,1,2,12,7
2016-12-22,265,195,70,29,25,2,0,10,4
2016-12-23,359,267,92,39,30,12,0,2,9
2016-12-24,755,583,172,78,56,10,5,11,12
2016-12-25,1202,936,266,119,79,16,12,11,29
2016-12-26,541,400,141,58,50,5,5,7,16
2016-12-27,727,467,260,111,75,26,5,18,25
2016-12-28,0,0,0,0,0,0,0,0,0
2016-12-29,0,0,0,0,0,0,0,0,0
2016-12-30,0,0,0,0,0,0,0,0,0
2016-12-31,0,0,0,0,0,0,0,0,0
2017-01-01,2546,1794,752,300,205,34,46,122,45
2017-01-02,2932,1949,983,429,305,47,45,128,29
2017-01-03,2156,1421,735,339,197,50,41,75,33
2017-01-04,1128,673,455,186,161,15,15,57,21
2017-01-05,969,583,386,164,135,28,8,30,21
2017-01-06,1053,559,494,217,134,50,16,30,47
2017-01-07,2313,1381,932,496,259,23,18,78,58
2017-01-08,2441,1574,867,457,230,36,43,56,45
2017-01-09,1142,742,400,168,126,34,23,19,30
2017-01-10,619,367,252,86,76,17,7,26,40
2017-01-11,0,0,0,0,0,0,0,0,0
2017-01-12,726,234,492,184,187,21,12,12,76
2017-01-13,601,352,249,62,117,11,13,22,24
2017-01-14,1150,731,419,179,93,24,20,55,48
2017-01-15,1283,805,478,269,115,23,15,29,27
2017-01-16,628,339,289,123,88,7,2,26,43
2017-01-17,795,436,359,222,66,1,8,24,38
2017-01-18,590,358,232,133,34,4,3,22,36
2017-01-19,432,307,125,64,16,3,7,7,28
2017-01-20,441,281,160,99,11,2,7,16,25
2017-01-21,1593,983,610,345,158,8,21,41,37
2017-01-22,1282,790,492,276,129,19,10,20,38
2017-01-23,456,292,164,91,28,4,5,5,31
2017-01-24,278,221,57,18,17,2,1,13,6
2017-01-25,0,0,0,0,0,0,0,0,0
2017-01-26,685,505,180,75,39,1,10,27,28
2017-01-27,544,155,389,339,10,1,3,3,33
2017-01-28,737,551,186,88,47,8,20,10,13
2017-01-29,1917,1183,734,464,184,6,21,28,31
2017-01-30,500,378,122,64,35,1,10,9,3
2017-01-31,778,320,458,357,35,3,5,9,49
2017-02-01,465,270,195,141,19,1,6,13,15
2017-02-02,550,331,219,160,19,8,2,6,24
2017-02-03,480,307,173,102,19,3,4,27,18
2017-02-04,1263,811,452,210,144,12,15,18,53
2017-02-05,2392,1429,963,482,268,18,34,51,110
2017-02-06,820,442,378,171,133,1,2,16,55
2017-02-07,1089,595,494,381,19,2,5,28,59
2017-02-08,872,459,413,282,74,3,5,6,43
2017-02-09,1431,688,743,371,210,10,15,35,102
2017-02-10,1228,626,602,471,27,5,12,23,64
2017-02-11,5177,3086,2091,1119,730,28,58,80,76
2017-02-12,3493,2159,1334,760,411,11,42,58,52
2017-02-13,990,740,250,197,13,1,5,12,22
2017-02-14,888,490,398,305,15,0,5,18,55
2017-02-15,694,418,276,211,6,0,8,18,33
2017-02-16,733,534,199,126,10,1,3,35,24
2017-02-17,670,313,357,295,5,1,8,3,45
2017-02-18,1450,952,498,262,155,6,16,22,37
2017-02-19,1561,982,579,322,146,17,23,21,50
2017-02-20,575,453,122,77,18,1,5,16,5
2017-02-21,435,340,95,51,7,2,5,13,17
2017-02-22,0,0,0,0,0,0,0,0,0
2017-02-23,588,394,194,112,6,2,5,13,56
2017-02-24,468,363,105,62,8,0,2,9,24
2017-02-25,1492,931,561,327,108,25,23,23,55
2017-02-26,1189,773,416,204,136,20,11,22,23
2017-02-27,628,510,118,71,4,4,8,20,11
2017-02-28,682,509,173,106,11,1,3,35,17
2017-03-01,561,414,147,92,10,3,7,24,11
2017-03-02,707,492,215,131,16,17,7,20,24
2017-03-03,483,228,255,221,2,1,1,1,29
2017-03-04,1425,962,463,264,119,17,11,25,27
2017-03-05,2228,1400,828,525,196,12,22,34,39
2017-03-06,926,677,249,192,11,2,7,23,14
2017-03-07,629,533,96,59,10,1,4,17,5
2017-03-08,0,0,0,0,0,0,0,0,0
2017-03-09,665,553,112,82,2,1,2,18,7
2017-03-10,560,442,118,76,9,3,4,13,13
2017-03-11,1869,1205,664,433,125,19,23,37,27
2017-03-12,3310,2064,1246,843,224,40,31,57,51
2017-03-13,926,726,200,124,11,9,12,35,9
2017-03-14,938,757,181,105,18,5,6,22,25
2017-03-15,864,637,227,139,17,18,14,22,17
2017-03-16,682,437,245,181,7,15,6,10,26
2017-03-17,671,510,161,103,25,6,6,14,7
2017-03-18,2358,1460,898,554,163,45,41,55,40
2017-03-19,4470,2777,1693,1088,361,52,53,63,76
2017-03-20,4823,2873,1950,1325,382,64,51,77,51
2017-03-21,919,606,313,139,108,11,6,19,30
2017-03-22,0,0,0,0,0,0,0,0,0
2017-03-23,581,432,149,73,28,14,0,8,26
2017-03-24,603,380,223,142,21,12,10,12,26
2017-03-25,1563,1010,553,294,121,35,27,43,33
2017-03-26,3674,2166,1508,908,368,69,47,66,50
2017-03-27,2080,1169,911,434,254,67,30,90,36
2017-03-28,1689,903,786,367,228,43,36,52,60
2017-03-29,1770,925,845,392,291,35,16,68,43
2017-03-30,733,380,353,128,149,27,8,22,19
2017-03-31,1689,826,863,372,291,58,13,72,57
2017-04-01,3375,1864,1511,858,402,49,47,106,49
2017-04-02,4107,2374,1733,1081,430,46,45,72,59
2017-04-03,1952,1093,859,381,302,41,36,58,41
2017-04-04,2257,1127,1130,482,413,52,20,87,76
2017-04-05,3453,1730,1723,1028,378,58,41,159,59
2017-04-06,1698,1027,671,462,84,14,23,59,29
2017-04-07,733,453,280,202,13,3,11,30,21
2017-04-08,1097,706,391,213,116,15,14,11,22
2017-04-09,4058,2500,1558,1022,327,29,38,57,85
2017-04-10,0,0,0,0,0,0,0,0,0
2017-04-11,0,0,0,0,0,0,0,0,0
2017-04-12,0,0,0,0,0,0,0,0,0
2017-04-13,0,0,0,0,0,0,0,0,0
2017-04-14,0,0,0,0,0,0,0,0,0
2017-04-15,5546,3366,2180,1433,462,28,62,104,91
2017-04-16,6576,3964,2612,1680,600,34,79,118,101
2017-04-17,1680,1100,580,360,84,6,25,83,22
2017-04-18,240,186,54,31,7,1,1,2,12
2017-04-19,465,334,131,64,10,1,19,8,29
2017-04-20,491,363,128,43,19,2,16,20,28
2017-04-21,969,699,270,145,32,2,14,57,20
2017-04-22,785,558,227,78,54,16,12,7,60
2017-04-23,4410,2756,1654,1012,355,63,66,101,57
2017-04-24,1610,1033,577,356,48,4,18,137,14
2017-04-25,1066,693,373,214,21,0,20,71,47
2017-04-26,0,0,0,0,0,0,0,0,0
2017-04-27,1032,792,240,127,15,4,19,44,31
2017-04-28,1606,965,641,317,38,56,35,129,66
2017-04-29,4997,2893,2104,1246,429,85,65,203,76
2017-04-30,3794,2326,1468,825,336,41,43,171,52
2017-05-01,2540,1770,770,449,101,22,42,96,60
2017-05-02,4396,2855,1541,973,97,32,62,283,94
2017-05-03,14380,8410,5970,3046,1540,159,256,724,245
2017-05-04,18169,10572,7597,4233,1591,246,337,899,291
2017-05-05,16057,9240,6817,3841,1548,245,258,676,249
2017-05-06,3628,2384,1244,664,321,72,43,96,48
2017-05-07,6725,4061,2664,1360,727,133,93,234,117
2017-05-08,983,606,377,117,11,1,27,192,29
2017-05-09,2337,1279,1058,616,10,133,44,168,87
2017-05-10,0,0,0,0,0,0,0,0,0
2017-05-11,866,332,534,160,40,157,49,30,98
2017-05-12,1840,1032,808,430,12,116,28,95,127
2017-05-13,3477,1992,1485,893,233,57,59,130,113
2017-05-14,1287,817,470,226,123,39,14,30,38
2017-05-15,789,564,225,134,10,16,14,18,33
2017-05-16,745,324,421,54,64,190,26,12,75
2017-05-17,2183,1096,1087,415,22,381,38,89,142
2017-05-18,2614,1113,1501,774,111,228,60,119,209
2017-05-19,2807,1178,1629,1008,72,195,28,87,239
2017-05-20,5528,3104,2424,1328,466,160,96,117,257
2017-05-21,5638,3431,2207,1283,521,82,80,138,103
2017-05-22,1501,823,678,503,15,27,19,45,69
2017-05-23,2080,1004,1076,840,17,13,21,42,143
2017-05-24,0,0,0,0,0,0,0,0,0
2017-05-25,2344,815,1529,1002,25,128,36,74,264
2017-05-26,3699,1704,1995,1409,43,66,62,122,293
2017-05-27,539,368,171,62,18,39,20,11,21
2017-05-28,1572,932,640,281,109,13,20,25,192
2017-05-29,3042,1645,1397,617,423,72,47,113,125
2017-05-30,2250,1136,1114,643,63,143,39,87,139
2017-05-31,2121,1036,1085,696,25,63,52,94,155
2017-06-01,1153,492,661,346,8,213,14,11,69
2017-06-02,2197,864,1333,815,18,249,30,48,173
2017-06-03,1725,852,873,346,179,99,28,32,189
2017-06-04,871,623,248,127,45,14,12,16,34
2017-06-05,2905,1278,1627,624,485,219,44,152,103
2017-06-06,2015,1106,909,524,73,8,26,127,151
2017-06-07,2110,1062,1048,658,51,45,26,100,168
2017-06-08,1256,417,839,217,47,451,11,23,90
2017-06-09,3093,1325,1768,1013,193,180,16,73,293
2017-06-10,1605,830,775,366,169,5,126,17,92
2017-06-11,2094,1337,757,437,174,16,39,31,60
2017-06-12,2152,1194,958,543,151,2,35,75,152
2017-06-13,2890,1335,1555,1025,209,15,31,92,183
2017-06-14,0,0,0,0,0,0,0,0,0
2017-06-15,1025,414,611,446,48,5,6,19,87
2017-06-16,3499,1354,2145,998,737,3,30,73,304
2017-06-17,6966,3898,3068,1917,521,59,101,136,334
2017-06-18,8210,4971,3239,2159,591,64,98,189,138
2017-06-19,2172,1186,986,647,56,5,44,87,147
2017-06-20,2579,932,1647,715,524,2,51,81,274
2017-06-21,2363,1064,1299,747,138,7,76,68,263
2017-06-22,1081,435,646,229,265,10,8,9,125
2017-06-23,3380,1316,2064,967,726,4,25,50,292
2017-06-24,4735,2585,2150,1368,318,26,68,65,305
2017-06-25,737,455,282,74,115,7,27,10,49
2017-06-26,2321,777,1544,224,1145,9,9,22,135
2017-06-27,2443,1025,1418,519,539,7,38,71,244
2017-06-28,0,0,0,0,0,0,0,0,0
2017-06-29,2645,928,1717,517,829,22,29,119,201
2017-06-30,2530,1015,1515,472,615,34,30,76,288
2017-07-01,4452,2539,1913,1201,389,38,51,92,142
2017-07-02,3614,2129,1485,858,317,45,119,59,87
2017-07-03,1507,779,728,371,144,1,33,35,144
2017-07-04,1504,510,994,108,540,230,12,20,84
2017-07-05,2444,895,1549,907,280,70,33,59,200
2017-07-06,1789,857,932,386,181,181,26,53,105
2017-07-07,2576,982,1594,595,703,30,13,60,193
2017-07-08,2893,1717,1176,673,245,36,42,43,137
2017-07-09,3552,2184,1368,853,277,44,52,46,96
2017-07-10,792,560,232,139,20,4,11,24,34
2017-07-11,1231,539,692,216,286,64,17,36,73
2017-07-12,0,0,0,0,0,0,0,0,0
2017-07-13,1434,698,736,265,150,177,16,48,80
2017-07-14,1585,540,1045,454,185,114,14,46,232
2017-07-15,2137,1363,774,438,127,42,31,52,84
2017-07-16,1091,718,373,199,60,6,23,14,71
2017-07-17,2323,1449,874,492,221,45,36,40,40
2017-07-18,1349,649,700,181,193,51,22,44,209
2017-07-19,1855,786,1069,310,282,208,27,119,123
2017-07-20,1118,624,494,250,68,5,22,41,108
2017-07-21,1499,693,806,458,116,73,28,35,96
2017-07-22,2945,1722,1223,713,285,30,52,58,85
2017-07-23,3778,2183,1595,992,359,39,59,83,63
2017-07-24,1788,1062,726,490,91,10,23,51,61
2017-07-25,2057,1090,967,567,176,28,45,73,78
2017-07-26,0,0,0,0,0,0,0,0,0
2017-07-27,2885,1482,1403,694,418,72,43,99,77
2017-07-28,1860,766,1094,421,322,117,15,59,160
2017-07-29,5050,2118,2932,1051,591,77,379,106,728
2017-07-30,4827,2784,2043,1208,495,104,62,98,76
2017-07-31,894,479,415,140,161,21,17,36,40
2017-08-01,3188,1596,1592,707,554,77,57,109,88
2017-08-02,3309,1578,1731,686,665,71,56,125,128
2017-08-03,3658,1737,1921,907,659,75,52,142,86
2017-08-04,3212,1612,1600,718,480,89,40,140,133
2017-08-05,3782,2152,1630,846,420,95,58,110,101
2017-08-06,4611,2651,1960,1144,465,76,73,97,105
2017-08-07,3464,1868,1596,698,596,83,51,83,85
2017-08-08,3503,1799,1704,724,611,119,43,116,91
2017-08-09,0,0,0,0,0,0,0,0,0
2017-08-10,3969,2057,1912,952,568,74,47,120,151
2017-08-11,11146,6491,4655,2278,1586,260,143,248,140
2017-08-12,2234,1462,772,340,265,60,36,34,37
2017-08-13,9838,5938,3900,2026,1153,212,156,186,167
2017-08-14,6763,3841,2922,1582,739,161,108,233,99
2017-08-15,7175,4041,3134,1676,828,163,105,244,118
2017-08-16,5711,3158,2553,1314,659,130,85,226,139
2017-08-17,4158,2274,1884,956,484,61,49,155,179
2017-08-18,11085,6410,4675,2264,1584,190,149,254,234
2017-08-19,15840,9386,6454,3646,1834,268,184,312,210
2017-08-20,5931,3436,2495,1339,575,174,99,142,166
2017-08-21,2544,1613,931,497,169,64,31,110,60
2017-08-22,570,321,249,83,40,43,2,16,65
2017-08-23,0,0,0,0,0,0,0,0,0
2017-08-24,2106,842,1264,667,301,104,19,23,150
2017-08-25,3524,1551,1973,1071,473,90,39,80,220
2017-08-26,4043,2390,1653,969,351,37,68,106,122
2017-08-27,5026,2970,2056,1246,476,65,66,114,89
2017-08-28,2367,1392,975,557,227,8,30,77,76
2017-08-29,1864,660,1204,174,882,13,11,26,98
2017-08-30,2815,1172,1643,713,574,11,32,131,182
2017-08-31,3398,999,2399,667,1286,38,33,104,271
2017-09-01,3376,1357,2019,1162,359,119,29,124,226
2017-09-02,4540,2543,1997,1162,414,44,62,108,207
2017-09-03,5202,3156,2046,1290,429,48,76,115,88
2017-09-04,2801,1249,1552,1040,195,3,24,117,173
2017-09-05,3123,1225,1898,716,812,18,34,96,222
2017-09-06,3052,1189,1863,905,459,60,48,80,311
2017-09-07,3761,1247,2514,1073,1045,15,29,53,299
2017-09-08,5945,1535,4410,1853,1842,97,37,87,494
2017-09-09,4080,2402,1678,997,343,33,70,61,174
2017-09-10,5139,3047,2092,1274,466,30,72,131,119
2017-09-11,2990,1298,1692,653,805,9,31,67,127
2017-09-12,844,259,585,113,349,1,3,4,115
2017-09-13,0,0,0,0,0,0,0,0,0
2017-09-14,2692,934,1758,428,1061,2,31,36,200
2017-09-15,5600,1324,4276,1859,1895,2,24,70,426
2017-09-16,4693,2733,1960,1133,409,41,84,154,139
2017-09-17,5689,3466,2223,1304,545,76,79,101,118
2017-09-18,401,335,66,22,13,5,9,2,15
2017-09-19,2546,870,1676,513,880,5,8,56,214
2017-09-20,3059,689,2370,1290,661,0,15,51,353
2017-09-21,4276,834,3442,1314,1655,5,24,69,375
2017-09-22,4350,1372,2978,977,1556,18,49,103,275
2017-09-23,3383,1730,1653,692,296,34,44,105,482
2017-09-24,6188,3703,2485,1524,537,50,142,100,132
2017-09-25,1989,1197,792,357,176,18,65,70,106
2017-09-26,3685,1134,2551,956,1127,0,38,118,312
2017-09-27,0,0,0,0,0,0,0,0,0
2017-09-28,3240,687,2553,1601,582,1,16,32,321
2017-09-29,1862,894,968,712,23,14,18,73,128
2017-09-30,3067,1790,1277,717,241,31,46,131,111
2017-10-01,6325,3696,2629,1540,618,59,95,201,116
2017-10-02,1684,699,985,388,331,8,9,45,204
2017-10-03,1287,412,875,560,88,4,5,18,200
2017-10-04,882,328,554,320,22,48,9,38,117
2017-10-05,2060,757,1303,940,109,4,21,64,165
2017-10-06,2534,794,1740,1074,92,5,91,109,369
2017-10-07,2660,1552,1108,599,264,39,35,84,87
2017-10-08,6444,3686,2758,1713,628,41,90,177,109
2017-10-09,5863,3282,2581,1527,646,57,80,172,99
2017-10-10,1244,629,615,167,303,15,24,26,80
2017-10-11,0,0,0,0,0,0,0,0,0
2017-10-12,621,352,269,181,9,10,7,11,51
2017-10-13,1215,635,580,357,92,12,24,39,56
2017-10-14,3663,2029,1634,902,369,32,84,139,108
2017-10-15,4348,2573,1775,1037,490,57,43,81,67
2017-10-16,1894,963,931,478,244,0,23,138,48
2017-10-17,837,507,330,134,48,39,20,23,66
2017-10-18,1118,630,488,383,16,1,10,26,52
2017-10-19,2166,1090,1076,620,216,51,36,58,95
2017-10-20,1340,707,633,359,92,0,9,41,132
2017-10-21,3860,2168,1692,981,409,24,57,120,101
2017-10-22,2661,1566,1095,636,264,42,31,63,59
2017-10-23,116,92,24,12,3,0,2,5,2
2017-10-24,1075,652,423,178,147,0,11,63,24
2017-10-25,0,0,0,0,0,0,0,0,0
2017-10-26,1300,874,426,253,18,0,22,108,25
2017-10-27,1206,768,438,267,21,10,19,94,27
2017-10-28,3396,1896,1500,874,369,23,67,86,81
2017-10-29,2911,1796,1115,699,254,28,34,39,61
2017-10-30,149,125,24,3,6,0,5,3,7
2017-10-31,690,487,203,155,4,3,8,19,14
2017-11-01,1442,661,781,410,201,44,15,80,31
2017-11-02,1207,674,533,284,96,10,15,83,45
2017-11-03,2439,1440,999,584,254,22,34,61,44
2017-11-04,1997,1237,760,360,254,23,31,31,61
2017-11-05,3285,2104,1181,707,310,24,33,51,56
2017-11-06,0,0,0,0,0,0,0,0,0
2017-11-07,0,0,0,0,0,0,0,0,0
2017-11-08,0,0,0,0,0,0,0,0,0
2017-11-09,0,0,0,0,0,0,0,0,0
2017-11-10,0,0,0,0,0,0,0,0,0
2017-11-11,565,406,159,29,79,8,6,7,30
2017-11-12,2012,1281,731,410,197,14,26,32,52
2017-11-13,949,603,346,188,103,5,6,28,16
2017-11-14,669,408,261,157,5,0,15,20,64
2017-11-15,417,300,117,58,4,15,5,8,27
2017-11-16,553,416,137,57,4,22,11,21,22
2017-11-17,693,474,219,137,11,3,11,37,20
2017-11-18,982,680,302,108,95,11,13,32,43
2017-11-19,540,386,154,50,47,8,6,4,39
2017-11-20,529,405,124,61,28,5,4,8,18
2017-11-21,533,324,209,49,11,114,2,10,23
2017-11-22,0,0,0,0,0,0,0,0,0
2017-11-23,1001,666,335,127,111,6,21,20,50
2017-11-24,535,448,87,52,14,2,5,8,6
2017-11-25,1212,805,407,132,178,10,15,14,58
2017-11-26,1112,787,325,159,61,13,14,27,51
2017-11-27,549,423,126,69,23,3,9,13,9
2017-11-28,562,413,149,92,16,3,4,21,13
2017-11-29,369,277,92,44,8,2,12,8,18
2017-11-30,368,290,78,36,12,4,4,13,9
2017-12-01,400,269,131,91,8,1,4,10,17
2017-12-02,897,620,277,156,51,16,11,14,29
2017-12-03,1278,834,444,226,126,8,15,18,51
2017-12-04,694,471,223,134,45,3,11,14,16
2017-12-05,431,302,129,99,6,0,2,6,16
2017-12-06,340,291,49,21,7,0,6,9,6
2017-12-07,443,343,100,33,18,1,0,41,7
2017-12-08,482,275,207,70,77,7,3,8,42
2017-12-09,926,649,277,94,85,11,12,13,62
2017-12-10,1339,868,471,233,129,25,26,21,37
2017-12-11,420,335,85,43,16,0,6,9,11
2017-12-12,452,284,168,111,17,4,4,6,26
2017-12-13,0,0,0,0,0,0,0,0,0
2017-12-14,710,542,168,116,11,3,4,10,24
2017-12-15,407,327,80,40,14,5,1,15,5
2017-12-16,744,543,201,93,49,12,9,7,31
2017-12-17,1333,936,397,233,71,20,17,10,46
2017-12-18,449,347,102,52,24,4,3,7,12
2017-12-19,391,310,81,39,18,5,3,3,13
2017-12-20,470,346,124,68,34,4,5,8,5
2017-12-21,381,305,76,37,24,5,1,7,2
2017-12-22,479,388,91,47,13,3,8,11,9
2017-12-23,1214,899,315,190,66,7,9,21,22
2017-12-24,1643,1233,410,197,106,27,24,14,42
2017-12-25,776,596,180,74,66,18,4,7,11
2017-12-26,663,467,196,81,58,14,7,5,31
2017-12-27,0,0,0,0,0,0,0,0,0
2017-12-28,1331,945,386,183,130,16,10,22,25
2017-12-29,0,0,0,0,0,0,0,0,0
2017-12-30,0,0,0,0,0,0,0,0,0
2017-12-31,0,0,0,0,0,0,0,0,0
2018-01-01,2343,1686,657,262,177,28,40,113,37
2018-01-02,2226,1532,694,309,184,25,38,106,32
2018-01-03,2487,1657,830,420,198,54,42,85,31
2018-01-04,1482,883,599,257,198,34,23,44,43
2018-01-05,1353,855,498,256,143,30,16,33,20
2018-01-06,1503,996,507,284,108,26,19,36,34
2018-01-07,1808,1227,581,337,102,33,24,38,47
2018-01-08,1842,1165,677,404,153,22,16,46,36
2018-01-09,670,325,345,115,111,36,12,11,60
2018-01-10,0,0,0,0,0,0,0,0,0
2018-01-11,918,528,390,158,140,16,10,31,35
2018-01-12,804,402,402,215,106,12,6,29,34
2018-01-13,1217,840,377,223,89,9,17,21,18
2018-01-14,1795,1168,627,382,139,10,20,44,32
2018-01-15,635,388,247,112,90,3,6,15,21
2018-01-16,933,464,469,228,151,1,7,35,47
2018-01-17,798,468,330,203,71,2,8,32,14
2018-01-18,553,338,215,83,83,2,3,18,26
2018-01-19,649,379,270,109,110,1,8,24,18
2018-01-20,1547,973,574,351,120,34,18,24,27
2018-01-21,1342,872,470,284,84,10,21,21,50
2018-01-22,353,292,61,32,7,2,7,7,6
2018-01-23,578,488,90,53,19,1,3,10,4
2018-01-24,0,0,0,0,0,0,0,0,0
2018-01-25,240,176,64,25,13,0,4,4,18
2018-01-26,550,273,277,233,8,0,2,8,26
2018-01-27,937,645,292,148,68,10,13,22,31
2018-01-28,1525,977,548,309,114,13,30,25,57
2018-01-29,556,382,174,115,27,0,5,13,14
2018-01-30,567,341,226,168,16,2,7,11,22
2018-01-31,366,247,119,65,19,0,7,13,15
2018-02-01,704,399,305,188,39,12,3,17,46
2018-02-02,540,431,109,67,22,2,4,11,3
2018-02-03,1148,808,340,192,91,7,14,26,10
2018-02-04,1739,1123,616,292,129,13,20,25,137
2018-02-05,683,533,150,79,26,3,8,5,29
2018-02-06,1423,1034,389,281,24,7,13,16,48
2018-02-07,1250,718,532,386,25,0,12,27,82
2018-02-08,1079,666,413,274,38,3,9,38,51
2018-02-09,1107,693,414,308,32,6,9,7,52
2018-02-10,1686,1154,532,320,110,10,19,32,41
2018-02-11,2242,1551,691,381,203,19,23,30,35
2018-02-12,1771,1269,502,277,119,10,18,47,31
2018-02-13,862,741,121,69,18,2,10,7,15
2018-02-14,0,0,0,0,0,0,0,0,0
2018-02-15,824,454,370,304,19,1,2,8,36
2018-02-16,1323,479,844,669,78,0,6,20,71
2018-02-17,1093,785,308,201,58,8,15,10,16
2018-02-18,1619,1060,559,310,152,15,22,12,48
2018-02-19,729,497,232,122,58,2,7,20,23
2018-02-20,767,498,269,221,15,1,4,5,23
2018-02-21,710,534,176,118,12,7,3,21,15
2018-02-22,711,544,167,84,23,3,8,20,29
2018-02-23,662,438,224,156,24,6,4,22,12
2018-02-24,1405,932,473,293,98,8,17,34,23
2018-02-25,1937,1237,700,423,170,24,16,27,40
2018-02-26,643,512,131,85,10,1,4,23,8
2018-02-27,769,587,182,109,21,1,6,35,10
2018-02-28,0,0,0,0,0,0,0,0,0
2018-03-01,258,190,68,48,4,0,1,2,13
2018-03-02,138,122,16,7,5,1,1,1,1
2018-03-03,1287,909,378,224,72,22,12,29,19
2018-03-04,1480,952,528,319,107,25,21,15,41
2018-03-05,541,459,82,50,3,3,3,10,13
2018-03-06,762,543,219,163,8,0,4,18,26
2018-03-07,636,546,90,61,6,1,6,12,4
2018-03-08,560,379,181,125,7,11,4,5,29
2018-03-09,259,204,55,6,1,1,3,1,43
2018-03-10,1724,1154,570,318,133,18,23,18,60
2018-03-11,2714,1687,1027,616,222,56,30,47,56
2018-03-12,695,513,182,127,19,3,9,6,18
2018-03-13,1986,1422,564,270,22,29,34,144,65
2018-03-14,0,0,0,0,0,0,0,0,0
2018-03-15,2135,1533,602,318,33,30,34,144,43
2018-03-16,1679,1163,516,336,22,11,26,80,41
2018-03-17,3786,2406,1380,721,310,60,76,126,87
2018-03-18,6884,4314,2570,1535,542,71,95,236,91
2018-03-19,2347,1637,710,367,113,36,29,124,41
2018-03-20,1726,1136,590,281,127,22,31,94,35
2018-03-21,6003,3686,2317,1395,474,83,84,207,74
2018-03-22,2221,1437,784,388,108,62,36,142,48
2018-03-23,2458,1528,930,523,106,60,34,155,52
2018-03-24,5514,3439,2075,1279,407,82,60,190,57
2018-03-25,8405,4888,3517,2044,874,159,107,226,107
2018-03-26,4554,2424,2130,959,655,120,79,237,80
2018-03-27,6012,3082,2930,1392,859,147,91,341,100
2018-03-28,0,0,0,0,0,0,0,0,0
2018-03-29,6337,3057,3280,1393,1042,182,89,455,119
2018-03-30,4578,2221,2357,1045,724,124,49,332,83
2018-03-31,8081,4469,3612,2031,865,156,129,297,134
2018-04-01,4054,2384,1670,752,634,62,56,103,63
2018-04-02,6216,3154,3062,1275,1198,95,78,350,66
2018-04-03,1944,1017,927,316,387,51,25,88,60
2018-04-04,3890,1961,1929,846,651,107,52,180,93
2018-04-05,2961,1467,1494,521,585,97,45,171,75
2018-04-06,958,534,424,238,52,23,29,39,43
2018-04-07,1704,1151,553,198,212,38,32,32,41
2018-04-08,5527,3482,2045,1134,570,84,65,96,96
2018-04-09,0,0,0,0,0,0,0,0,0
2018-04-10,0,0,0,0,0,0,0,0,0
2018-04-11,0,0,0,0,0,0,0,0,0
2018-04-12,0,0,0,0,0,0,0,0,0
2018-04-13,0,0,0,0,0,0,0,0,0
2018-04-14,4819,3182,1637,819,483,52,80,126,77
2018-04-15,1933,1427,506,262,126,15,22,27,54
2018-04-16,2375,1725,650,308,119,9,35,148,31
2018-04-17,3335,2215,1120,559,66,6,73,360,56
2018-04-18,3794,2503,1291,754,37,2,102,296,100
2018-04-19,2882,1814,1068,554,25,2,67,348,72
2018-04-20,2583,1639,944,481,77,7,82,242,55
2018-04-21,9509,5747,3762,2352,812,85,145,181,187
2018-04-22,8910,5352,3558,2034,929,110,143,199,143
2018-04-23,2565,1710,855,385,144,9,69,194,54
2018-04-24,2137,1560,577,241,59,39,55,137,46
2018-04-25,0,0,0,0,0,0,0,0,0
2018-04-26,2262,1684,578,241,32,37,36,140,92
2018-04-27,1856,1294,562,273,19,15,50,165,40
2018-04-28,6753,3857,2896,1490,642,107,135,376,146
2018-04-29,17369,10106,7263,3889,1970,200,261,722,221
2018-04-30,14956,8881,6075,3222,1303,189,244,903,214
2018-05-01,6571,4186,2385,1162,150,38,125,807,103
2018-05-02,4651,3068,1583,759,155,51,78,389,151
2018-05-03,3425,2345,1080,513,308,71,53,71,64
2018-05-04,13826,8383,5443,2683,1603,202,228,518,209
2018-05-05,10389,6198,4191,2048,1278,215,165,315,170
2018-05-06,3309,1936,1373,598,412,96,79,101,87
2018-05-07,2611,1613,998,389,35,4,68,435,67
2018-05-08,2418,1351,1067,422,36,179,52,295,83
2018-05-09,0,0,0,0,0,0,0,0,0
