日付,A:総入園者数,B:有料入園者数,C:無料入園者数,D:Cのうち幼児,E:Cのうち小学生,F:Cのうち中学生,G:Cのうち障がい者,H:Cのうち市内６５歳以上,I:CのうちD〜H以外
2012-08-29,2921,951,1970,1088,552,32,22,36,240
2012-08-30,3581,677,2904,949,1434,69,10,14,428
2012-08-31,2879,1030,1849,1070,452,55,20,28,224
2012-09-01,2805,1605,1200,667,311,37,33,51,101
2012-09-02,3731,2230,1501,768,471,52,60,55,95
2012-09-03,1623,659,964,713,80,3,22,21,125
2012-09-04,2112,624,1488,470,744,0,11,30,233
2012-09-05,3443,713,2730,772,1609,2,15,29,303
2012-09-06,1834,496,1338,389,734,14,5,24,172
2012-09-07,5508,1479,4029,2385,997,3,33,68,543
2012-09-08,3930,2279,1651,983,401,22,39,79,127
2012-09-09,423,292,131,30,25,4,31,5,36
2012-09-10,667,293,374,40,238,0,2,6,88
2012-09-11,1225,528,697,273,299,0,8,10,107
2012-09-12,2679,859,1820,849,524,50,51,60,286
2012-09-13,3847,1240,2607,1161,1029,37,53,62,265
2012-09-14,2923,915,2008,1184,477,9,20,48,270
2012-09-15,3871,2099,1772,846,567,34,67,80,178
2012-09-16,4199,2622,1577,800,479,72,40,64,122
2012-09-17,4017,2436,1581,830,470,71,55,78,77
2012-09-18,1628,750,878,415,336,3,20,21,83
2012-09-19,1403,255,1148,422,473,0,16,8,229
2012-09-20,3646,659,2987,833,1702,7,17,84,344
2012-09-21,3758,892,2866,1537,801,32,40,59,397
2012-09-22,5237,2832,2405,1310,664,27,65,143,196
2012-09-23,5517,3283,2234,1234,703,27,62,118,90
2012-09-24,2440,827,1613,415,959,1,37,46,155
2012-09-25,433,262,171,53,26,24,4,10,54
2012-09-26,2203,731,1472,878,130,0,84,87,293
2012-09-27,2973,695,2278,1402,536,0,18,40,282
2012-09-28,2415,780,1635,1178,174,8,15,59,201
2012-09-29,2348,1370,978,487,307,23,31,57,73
2012-09-30,1893,1176,717,319,244,34,20,40,60
2012-10-01,1030,527,503,135,218,5,16,42,87
2012-10-02,2458,787,1671,1002,302,5,26,131,205
2012-10-03,2212,692,1520,880,330,0,13,56,241
2012-10-04,2737,697,2040,1238,355,21,67,83,276
2012-10-05,2226,561,1665,708,621,10,26,51,249
2012-10-06,2067,1187,880,418,275,32,43,54,58
2012-10-07,6620,3825,2795,1635,688,65,103,191,113
2012-10-08,6991,4014,2977,1648,809,56,95,291,78
2012-10-09,1794,921,873,512,87,34,28,97,115
2012-10-10,1618,692,926,438,202,6,24,71,185
2012-10-11,228,81,147,85,22,17,2,3,18
2012-10-12,1190,478,712,389,83,78,11,30,121
2012-10-13,2376,1276,1100,527,240,19,27,54,233
2012-10-14,4191,2505,1686,924,473,30,40,135,84
2012-10-15,1311,685,626,226,142,102,23,40,93
2012-10-16,1258,597,661,342,31,6,23,185,74
2012-10-17,1292,426,866,343,316,16,14,21,156
2012-10-18,1092,439,653,277,117,60,29,53,117
2012-10-19,1490,708,782,497,33,6,25,67,154
2012-10-20,2016,1216,800,335,256,15,38,67,89
2012-10-21,2699,1699,1000,475,281,26,57,78,83
2012-10-22,1322,788,534,215,140,3,20,100,56
2012-10-23,295,210,85,24,1,16,2,15,27
2012-10-24,481,363,118,51,10,4,7,28,18
2012-10-25,974,520,454,229,9,19,13,124,60
2012-10-26,1466,864,602,359,13,0,20,92,118
2012-10-27,4501,2543,1958,935,487,30,65,244,197
2012-10-28,907,632,275,123,80,9,16,18,29
2012-10-29,784,473,311,118,103,0,31,38,21
2012-10-30,687,390,297,136,15,31,24,70,21
2012-10-31,630,431,199,105,4,2,15,53,20
2012-11-01,976,462,514,175,252,14,15,39,19
2012-11-02,127,112,15,6,5,0,0,4,0
2012-11-03,1887,1166,721,340,221,9,24,63,64
2012-11-04,831,573,258,90,94,7,13,14,40
2012-11-05,1468,959,509,279,63,2,34,91,40
2012-11-06,352,278,74,41,11,0,4,14,4
2012-11-07,126,100,26,3,3,4,2,3,11
2012-11-08,669,449,220,123,10,0,14,50,23
2012-11-09,316,234,82,29,14,0,5,7,27
2012-11-10,2530,1515,1015,498,279,13,42,99,84
2012-11-11,4734,2799,1935,1033,552,25,53,149,123
2012-11-12,202,160,42,16,19,0,2,2,3
2012-11-13,690,510,180,88,15,3,7,54,13
2012-11-14,265,173,92,69,0,0,6,8,9
2012-11-15,423,327,96,73,4,0,1,14,4
2012-11-16,559,433,126,74,4,0,9,28,11
2012-11-17,407,219,188,31,87,13,5,7,45
2012-11-18,384,235,149,12,28,1,7,7,94
2012-11-19,320,195,125,36,58,0,3,12,16
2012-11-20,193,137,56,27,10,0,2,6,11
2012-11-21,464,246,218,169,3,0,3,17,26
2012-11-22,321,221,100,38,7,37,4,8,6
2012-11-23,904,522,382,130,155,11,13,9,64
2012-11-24,1212,826,386,173,138,16,10,20,29
2012-11-25,1458,926,532,241,161,11,31,25,63
2012-11-26,203,148,55,32,8,0,4,6,5
2012-11-27,50,25,25,0,9,0,2,2,12
2012-11-28,254,181,73,37,7,1,5,8,15
2012-11-29,264,183,81,39,18,0,2,8,14
2012-11-30,146,118,28,14,1,1,3,5,4
2012-12-01,619,429,190,60,50,8,15,11,46
2012-12-02,570,394,176,70,59,3,8,9,27
2012-12-03,502,327,175,122,26,7,3,10,7
2012-12-04,73,51,22,0,9,0,1,5,7
2012-12-05,225,108,117,68,4,1,3,6,35
2012-12-06,210,148,62,13,9,0,3,3,34
2012-12-07,195,135,60,9,6,4,5,4,32
2012-12-08,479,306,173,47,35,12,9,7,63
2012-12-09,521,346,175,59,34,3,7,10,62
2012-12-10,222,127,95,8,6,0,3,9,69
2012-12-11,123,75,48,17,10,0,3,7,11
2012-12-12,672,357,315,112,70,5,9,25,94
2012-12-13,680,460,220,84,11,0,23,84,18
2012-12-14,426,317,109,49,12,0,10,23,15
2012-12-15,1529,941,588,220,201,9,20,66,72
2012-12-16,1284,846,438,207,149,13,19,17,33
2012-12-17,605,416,189,110,10,0,14,29,26
2012-12-18,564,446,118,60,11,0,17,10,20
2012-12-19,304,217,87,42,1,0,9,21,14
2012-12-20,391,242,149,48,15,16,5,25,40
2012-12-21,453,324,129,65,9,0,7,38,10
2012-12-22,935,638,297,113,99,9,18,29,29
2012-12-23,1842,1271,571,251,154,17,21,43,85
2012-12-24,1183,839,344,146,112,17,18,16,35
2012-12-25,726,537,189,68,54,9,9,21,28
2012-12-26,438,291,147,36,64,18,4,8,17
2012-12-27,749,453,296,95,102,17,18,28,36
2012-12-28,868,486,382,175,110,18,23,24,32
2012-12-29,0,0,0,0,0,0,0,0,0
2012-12-30,0,0,0,0,0,0,0,0,0
2012-12-31,0,0,0,0,0,0,0,0,0
2013-01-01,6820,0,6820,719,620,128,0,335,5018
2013-01-02,7484,0,7484,1063,763,87,0,255,5316
2013-01-03,6812,0,6812,1009,762,86,0,258,4697
2013-01-04,1550,969,581,241,215,24,12,70,19
2013-01-05,2503,1498,1005,431,333,24,29,119,69
2013-01-06,1642,993,649,291,207,18,31,55,47
2013-01-07,832,459,373,156,134,12,11,42,18
2013-01-08,950,479,471,157,165,29,20,64,36
2013-01-09,849,439,410,146,152,19,22,45,26
2013-01-10,721,379,342,122,131,4,14,48,23
2013-01-11,984,371,613,180,293,16,14,42,68
2013-01-12,1914,1141,773,346,229,19,24,75,80
2013-01-13,3273,2065,1208,570,393,39,59,75,72
2013-01-14,2700,1588,1112,471,406,18,44,116,57
2013-01-15,529,284,245,108,86,1,14,18,18
2013-01-16,956,485,471,232,148,2,10,42,37
2013-01-17,803,443,360,116,151,0,15,54,24
2013-01-18,490,248,242,82,118,1,6,22,13
2013-01-19,1062,615,447,164,154,23,18,38,50
2013-01-20,1320,830,490,244,159,12,20,22,33
2013-01-21,460,227,233,141,17,3,15,24,33
2013-01-22,496,331,165,75,5,0,16,39,30
2013-01-23,515,342,173,106,2,3,9,40,13
2013-01-24,444,282,162,75,4,0,14,47,22
2013-01-25,221,127,94,57,4,1,4,15,13
2013-01-26,913,567,346,157,115,4,16,21,33
2013-01-27,1202,766,436,209,145,7,20,23,32
2013-01-28,422,288,134,61,7,4,11,27,24
2013-01-29,454,246,208,111,42,2,8,19,26
2013-01-30,731,149,582,353,139,1,8,16,65
2013-01-31,922,359,563,451,10,1,5,37,59
2013-02-01,514,325,189,59,9,2,8,91,20
2013-02-02,1557,967,590,272,207,13,17,56,25
2013-02-03,1514,923,591,263,198,13,29,18,70
2013-02-04,538,410,128,81,18,0,7,13,9
2013-02-05,948,0,948,300,17,0,0,21,610
2013-02-06,1811,0,1811,495,110,1,0,96,1109
2013-02-07,1432,0,1432,322,145,2,0,60,903
2013-02-08,1162,0,1162,362,84,0,0,38,678
2013-02-09,3633,0,3633,790,541,21,0,95,2186
2013-02-10,9467,0,9467,2054,1344,37,0,213,5819
2013-02-11,5830,0,5830,1315,877,25,0,164,3449
2013-02-12,933,512,421,338,29,1,2,16,35
2013-02-13,827,384,443,342,10,0,10,47,34
2013-02-14,684,282,402,325,7,1,7,32,30
2013-02-15,495,303,192,111,5,1,9,40,26
2013-02-16,981,614,367,166,117,13,19,25,27
2013-02-17,1325,823,502,252,168,4,21,31,26
2013-02-18,575,275,300,246,1,0,5,14,34
2013-02-19,365,285,80,41,11,0,7,14,7
2013-02-20,461,313,148,86,3,1,9,25,24
2013-02-21,503,377,126,83,8,2,4,11,18
2013-02-22,633,280,353,278,0,0,10,23,42
2013-02-23,1695,981,714,361,189,13,18,67,66
2013-02-24,886,569,317,148,99,15,12,12,31
2013-02-25,509,330,179,128,15,1,6,17,12
2013-02-26,768,486,282,69,152,0,17,19,25
2013-02-27,541,375,166,58,55,0,9,23,21
2013-02-28,478,255,223,176,2,0,5,22,18
2013-03-01,437,154,283,42,5,202,4,11,19
2013-03-02,542,330,212,66,48,6,13,21,58
2013-03-03,697,442,255,99,82,14,10,16,34
2013-03-04,401,292,109,39,12,6,2,21,29
2013-03-05,557,433,124,59,12,1,7,28,17
2013-03-06,310,228,82,57,1,1,3,11,9
2013-03-07,416,299,117,71,8,5,7,19,7
2013-03-08,480,348,132,86,5,0,10,20,11
2013-03-09,564,404,160,45,47,5,24,4,35
2013-03-10,480,365,115,42,33,4,5,9,22
2013-03-11,405,337,68,44,9,0,4,7,4
2013-03-12,580,387,193,137,18,0,3,12,23
2013-03-13,584,223,361,312,0,2,4,8,35
2013-03-14,470,312,158,86,13,5,8,19,27
2013-03-15,608,382,226,149,6,8,8,27,28
2013-03-16,599,429,170,71,42,11,5,15,26
2013-03-17,2700,1693,1007,605,210,58,22,63,49
2013-03-18,277,219,58,36,6,3,3,4,6
2013-03-19,984,624,360,184,91,13,12,42,18
2013-03-20,1646,959,687,324,178,24,30,47,84
2013-03-21,474,334,140,54,41,5,4,27,9
2013-03-22,1070,597,473,228,20,9,15,125,76
2013-03-23,2568,1649,919,371,288,36,47,132,45
2013-03-24,4117,2625,1492,709,487,62,47,130,57
2013-03-25,1845,1171,674,248,121,36,34,193,42
2013-03-26,2122,1203,919,326,280,38,38,192,45
2013-03-27,2982,1633,1349,450,475,39,47,252,86
2013-03-28,1994,1187,807,318,246,52,25,117,49
2013-03-29,2510,1349,1161,421,411,59,46,180,44
2013-03-30,3631,2197,1434,592,482,77,51,174,58
2013-03-31,4511,2813,1698,774,560,67,59,152,86
2013-04-01,2114,1187,927,339,283,38,43,147,77
2013-04-02,2352,1253,1099,428,357,47,48,179,40
2013-04-03,2061,1065,996,309,421,58,26,138,44
2013-04-04,2567,1259,1308,445,534,36,40,201,52
2013-04-05,2719,1381,1338,463,349,44,59,317,106
2013-04-06,3824,2594,1230,590,377,22,47,134,60
2013-04-07,393,282,111,46,25,7,10,8,15
2013-04-08,385,290,95,54,13,4,4,16,4
2013-04-09,876,567,309,146,17,1,13,110,22
2013-04-10,924,645,279,135,3,1,24,92,24
2013-04-11,933,669,264,104,11,2,18,101,28
2013-04-12,659,434,225,110,5,15,10,58,27
2013-04-13,3730,2464,1266,688,298,21,55,128,76
2013-04-14,2553,1730,823,433,166,14,37,63,110
2013-04-15,1174,805,369,162,52,7,20,98,30
2013-04-16,1330,892,438,176,22,0,32,165,43
2013-04-17,573,398,175,63,3,33,6,46,24
2013-04-18,822,565,257,80,13,0,17,87,60
2013-04-19,437,318,119,32,9,0,8,52,18
2013-04-20,3371,2095,1276,483,247,40,62,230,214
2013-04-21,7961,4831,3130,1778,635,87,120,323,187
2013-04-22,2393,1523,870,291,139,9,46,320,65
2013-04-23,4000,2331,1669,590,43,2,93,852,89
2013-04-24,1060,694,366,78,7,15,19,209,38
2013-04-25,1000,668,332,99,14,1,51,127,40
2013-04-26,1226,805,421,149,18,3,24,136,91
2013-04-27,2078,1370,708,328,196,17,15,31,121
2013-04-28,3431,2326,1105,592,296,60,42,66,49
2013-04-29,5569,3449,2120,1034,600,58,62,280,86
2013-04-30,855,637,218,71,31,5,13,83,15
2013-05-01,1915,1363,552,290,26,15,27,130,64
2013-05-02,2708,1890,818,438,50,35,32,220,43
2013-05-03,3244,2046,1198,590,358,41,52,92,65
2013-05-04,10539,6412,4127,2523,1002,98,131,253,120
2013-05-05,15053,9193,5860,3062,1847,160,186,400,205
2013-05-06,1825,1221,604,217,202,46,32,57,50
2013-05-07,1887,1196,691,243,38,84,36,243,47
2013-05-08,2362,1495,867,349,26,109,62,245,76
2013-05-09,3833,2182,1651,795,54,7,134,457,204
2013-05-10,4372,2321,2051,933,80,111,120,590,217
2013-05-11,1131,684,447,124,109,16,42,64,92
2013-05-12,7320,4292,3028,1485,871,63,121,298,190
2013-05-13,1520,878,642,229,14,130,28,155,86
2013-05-14,1842,1173,669,232,25,56,40,249,67
2013-05-15,1266,703,563,146,60,99,47,138,73
2013-05-16,2263,1087,1176,408,95,220,51,242,160
2013-05-17,5457,2868,2589,964,304,88,128,894,211
2013-05-18,11529,6428,5101,2459,1226,94,235,815,272
2013-05-19,10628,6235,4393,1970,1147,102,176,516,482
2013-05-20,1861,1094,767,389,21,45,36,192,84
2013-05-21,4695,2246,2449,1559,301,54,55,280,200
2013-05-22,1965,633,1332,256,14,760,33,118,151
2013-05-23,1635,588,1047,491,150,138,13,79,176
2013-05-24,4363,1782,2581,1278,170,447,40,283,363
2013-05-25,4552,2756,1796,823,410,133,81,151,198
2013-05-26,10267,6260,4007,2376,869,106,142,355,159
2013-05-27,4031,2321,1710,776,423,32,65,278,136
2013-05-28,3055,1569,1486,830,30,117,52,233,224
2013-05-29,2125,841,1284,612,82,255,53,86,196
2013-05-30,1311,924,387,152,8,27,22,79,99
2013-05-31,4030,1961,2069,1330,27,104,92,251,265
2013-06-01,5503,3289,2214,1282,349,170,103,187,123
2013-06-02,7494,4533,2961,1660,688,130,128,198,157
2013-06-03,3317,1666,1651,583,696,78,44,161,89
2013-06-04,2963,1497,1466,936,39,80,45,179,187
2013-06-05,2928,1594,1334,681,95,85,45,131,297
2013-06-06,2249,1140,1109,692,14,51,28,127,197
2013-06-07,5011,2586,2425,1426,206,280,43,173,297
2013-06-08,7008,4005,3003,1798,603,35,88,202,277
2013-06-09,6729,4001,2728,1513,739,50,92,139,195
2013-06-10,2457,1402,1055,585,113,8,48,139,162
2013-06-11,2744,1317,1427,772,294,11,38,136,176
2013-06-12,2739,1208,1531,416,518,39,47,152,359
2013-06-13,2861,1296,1565,804,282,14,37,138,290
2013-06-14,2034,1114,920,341,240,139,7,49,144
2013-06-15,3538,2075,1463,789,351,19,55,100,149
2013-06-16,5535,3380,2155,1231,524,38,83,144,135
2013-06-17,2061,1218,843,336,80,7,37,107,276
2013-06-18,1653,821,832,344,241,5,18,85,139
2013-06-19,2304,1002,1302,523,419,1,36,114,209
2013-06-20,3161,1131,2030,1118,373,23,24,106,386
2013-06-21,3965,1711,2254,869,861,16,43,103,362
2013-06-22,6338,3234,3104,1561,594,49,84,104,712
2013-06-23,7744,4557,3187,1619,874,85,119,228,262
2013-06-24,2596,1525,1071,670,47,6,38,139,171
2013-06-25,3586,1429,2157,862,589,144,28,170,364
2013-06-26,2080,1048,1032,408,258,38,32,114,182
2013-06-27,1273,290,983,51,779,4,13,22,114
2013-06-28,2307,1049,1258,341,507,9,42,143,216
2013-06-29,6498,3421,3077,1583,682,96,111,203,402
2013-06-30,6416,3910,2506,1461,677,71,91,124,82
2013-07-01,2024,1176,848,529,113,1,30,123,52
2013-07-02,3230,1006,2224,578,1302,2,32,96,214
2013-07-03,835,364,471,222,123,29,6,30,61
2013-07-04,1977,805,1172,313,545,25,17,64,208
2013-07-05,3614,1070,2544,1020,806,20,26,77,595
2013-07-06,3958,2151,1807,933,474,57,61,95,187
2013-07-07,4639,2630,2009,972,508,53,229,122,125
2013-07-08,1776,1071,705,517,30,5,20,53,80
2013-07-09,1536,708,828,345,226,28,24,48,157
2013-07-10,1575,674,901,121,210,175,19,183,193
2013-07-11,2093,758,1335,250,561,220,22,131,151
2013-07-12,2778,985,1793,704,485,211,30,104,259
2013-07-13,5370,2613,2757,1093,500,36,364,153,611
2013-07-14,6635,4048,2587,1387,755,99,88,156,102
2013-07-15,5143,3062,2081,1017,657,47,67,151,142
2013-07-16,1575,1018,557,299,20,1,31,83,123
2013-07-17,2013,1138,875,423,138,84,33,102,95
2013-07-18,1710,890,820,278,190,124,39,109,80
2013-07-19,4015,2082,1933,854,557,141,64,145,172
2013-07-20,8230,4697,3533,1680,1351,92,90,184,136
2013-07-21,4054,2356,1698,866,498,70,58,131,75
2013-07-22,1714,1013,701,362,186,9,25,63,56
2013-07-23,1887,963,924,454,248,13,20,100,89
2013-07-24,2225,1272,953,487,113,12,19,141,181
2013-07-25,755,418,337,121,108,10,7,35,56
2013-07-26,3236,1227,2009,587,397,775,38,76,136
2013-07-27,6480,3677,2803,1103,1108,164,77,172,179
2013-07-28,4140,2370,1770,699,737,124,44,87,79
2013-07-29,2597,1189,1408,465,631,67,38,81,126
2013-07-30,4199,1973,2226,913,894,84,39,167,129
2013-07-31,2799,1419,1380,617,494,57,36,98,78
2013-08-01,3085,1452,1633,549,679,80,55,154,116
2013-08-02,3805,1832,1973,812,734,91,49,174,113
2013-08-03,10905,6435,4470,1881,1777,231,121,273,187
2013-08-04,5834,3409,2425,1208,814,105,69,150,79
2013-08-05,4255,2188,2067,981,634,116,49,150,137
2013-08-06,3730,1881,1849,662,788,55,48,121,175
2013-08-07,3344,1699,1645,650,610,60,43,134,148
2013-08-08,3710,1861,1849,721,719,68,57,186,98
2013-08-09,1819,1003,816,303,362,32,23,46,50
2013-08-10,10636,6107,4529,1941,1880,159,121,271,157
2013-08-11,6163,3724,2439,1260,773,102,86,131,87
2013-08-12,4130,2427,1703,805,591,115,45,92,55
2013-08-13,5879,3276,2603,1249,819,171,72,212,80
2013-08-14,6366,3707,2659,1339,823,147,79,203,68
2013-08-15,13269,7937,5332,2447,1877,323,150,333,202
2013-08-16,10510,6345,4165,2004,1428,217,144,219,153
2013-08-17,7956,5009,2947,1365,1002,210,99,168,103
2013-08-18,3708,2384,1324,639,429,83,44,45,84
2013-08-19,2827,1674,1153,542,344,44,33,74,116
2013-08-20,1696,1031,665,282,129,81,24,64,85
2013-08-21,2741,1422,1319,693,99,248,31,73,175
2013-08-22,3029,1566,1463,919,142,100,28,113,161
2013-08-23,2224,1016,1208,387,538,58,22,56,147
2013-08-24,8147,5289,2858,1314,886,216,84,198,160
2013-08-25,3364,2033,1331,682,374,66,36,107,66
2013-08-26,2768,1460,1308,814,251,11,28,80,124
2013-08-27,2883,992,1891,558,1039,20,16,64,194
2013-08-28,2659,1144,1515,501,735,61,25,55,138
2013-08-29,3386,1116,2270,1316,436,72,35,133,278
2013-08-30,1028,468,560,154,161,148,4,17,76
2013-08-31,6967,4421,2546,1385,749,70,69,117,156
2013-09-01,3510,2147,1363,722,384,28,40,82,107
2013-09-02,1887,785,1102,631,226,30,39,52,124
2013-09-03,2050,784,1266,527,422,118,15,47,137
2013-09-04,1301,416,885,101,585,37,21,16,125
2013-09-05,4688,1651,3037,1347,1204,12,30,93,351
2013-09-06,5406,1427,3979,1420,2044,58,26,71,360
2013-09-07,3787,2012,1775,907,405,30,40,62,331
2013-09-08,6345,3786,2559,1467,618,56,81,189,148
2013-09-09,3756,1786,1970,1279,313,10,42,131,195
2013-09-10,4128,1608,2520,1217,770,2,56,222,253
2013-09-11,3226,1311,1915,644,775,11,45,119,321
2013-09-12,3785,1108,2677,999,1184,37,52,107,298
2013-09-13,5882,1369,4513,1500,2384,16,56,164,393
2013-09-14,3034,1853,1181,631,299,20,56,71,104
2013-09-15,1079,770,309,132,102,10,18,22,25
2013-09-16,694,484,210,79,77,16,7,8,23
2013-09-17,3194,1609,1585,915,344,9,27,114,176
2013-09-18,3986,1409,2577,1326,736,0,37,131,347
2013-09-19,2966,1062,1904,1123,295,12,43,116,315
2013-09-20,4763,1061,3702,1542,1600,27,34,112,387
2013-09-21,5496,3160,2336,1358,634,42,58,149,95
2013-09-22,14068,8486,5582,3203,1598,156,158,278,189
2013-09-23,7458,4315,3143,1601,984,78,117,247,116
2013-09-24,1862,811,1051,636,196,13,14,36,156
2013-09-25,1138,210,928,103,681,8,2,4,130
2013-09-26,2956,873,2083,1008,491,6,120,77,381
2013-09-27,4130,1023,3107,1278,1281,16,25,137,370
2013-09-28,6042,3357,2685,1460,584,30,80,230,301
2013-09-29,6632,3833,2799,1680,676,48,88,154,153
2013-09-30,902,328,574,295,106,9,10,23,131
2013-10-01,888,275,613,171,300,2,2,10,128
2013-10-02,3095,1080,2015,1283,285,0,33,128,286
2013-10-03,3033,741,2292,1042,764,9,74,120,283
2013-10-04,3079,860,2219,1138,544,26,39,113,359
2013-10-05,5570,3121,2449,1427,466,22,110,228,196
2013-10-06,6799,3829,2970,1750,702,71,100,179,168
2013-10-07,2319,1149,1170,565,283,26,23,121,152
2013-10-08,1967,1078,889,592,74,7,25,85,106
2013-10-09,1269,383,886,393,151,66,17,50,209
2013-10-10,2957,1185,1772,890,316,105,39,225,197
2013-10-11,753,133,620,239,300,1,2,4,74
2013-10-12,3565,2010,1555,755,335,39,50,116,260
2013-10-13,3246,1914,1332,629,408,74,36,78,107
2013-10-14,8527,4857,3670,2174,826,80,125,298,167
2013-10-15,1131,495,636,133,284,4,21,112,82
2013-10-16,226,104,122,17,15,16,2,32,40
2013-10-17,1124,411,713,507,9,61,10,23,103
2013-10-18,2628,1258,1370,992,64,7,21,137,149
2013-10-19,6217,3446,2771,1594,592,64,74,229,218
2013-10-20,3594,2092,1502,821,386,58,54,77,106
2013-10-21,1174,656,518,179,206,0,14,37,82
2013-10-22,1401,881,520,256,35,8,36,142,43
2013-10-23,1659,838,821,519,6,0,19,182,95
2013-10-24,1134,554,580,336,54,4,22,68,96
2013-10-25,481,379,102,32,5,45,4,6,10
2013-10-26,2198,1331,867,407,250,13,36,64,97
2013-10-27,1199,684,515,180,235,28,12,14,46
2013-10-28,1403,793,610,238,155,32,18,44,123
2013-10-29,1145,568,577,206,130,59,29,94,59
2013-10-30,737,466,271,126,4,0,18,64,59
2013-10-31,1240,683,557,267,13,5,21,161,90
2013-11-01,1399,721,678,379,180,6,26,46,41
2013-11-02,4266,2453,1813,989,444,38,69,150,123
2013-11-03,3853,2436,1417,774,409,24,43,67,100
2013-11-04,5701,3261,2440,1329,740,45,73,186,67
2013-11-05,1463,900,563,298,81,6,27,123,28
2013-11-06,927,564,363,136,153,0,11,37,26
2013-11-07,629,453,176,108,6,3,9,39,11
2013-11-08,115,72,43,25,2,0,1,1,14
2013-11-09,2883,1738,1145,623,353,17,33,60,59
2013-11-10,426,320,106,31,18,0,8,6,43
2013-11-11,513,364,149,52,34,1,7,12,43
2013-11-12,402,318,84,35,13,2,4,18,12
2013-11-13,592,457,135,83,1,0,7,15,29
2013-11-14,874,529,345,119,142,0,9,36,39
2013-11-15,287,218,69,28,11,1,11,7,11
2013-11-16,3062,1826,1236,672,341,12,51,95,65
2013-11-17,4095,2514,1581,974,333,32,42,90,110
2013-11-18,577,384,193,56,71,11,14,14,27
2013-11-19,406,304,102,58,4,0,12,19,9
2013-11-20,646,433,213,145,0,0,8,22,38
2013-11-21,421,257,164,107,4,1,10,24,18
2013-11-22,487,246,241,95,100,0,12,17,17
2013-11-23,2613,1533,1080,579,284,29,36,72,80
2013-11-24,3834,2294,1540,972,316,22,53,102,75
2013-11-25,269,183,86,56,10,0,2,4,14
2013-11-26,326,228,98,58,11,0,2,18,9
2013-11-27,396,238,158,124,1,0,6,14,13
2013-11-28,268,142,126,87,4,0,6,2,27
2013-11-29,365,228,137,91,7,1,6,13,19
2013-11-30,789,535,254,110,86,17,11,5,25
2013-12-01,1361,872,489,254,119,26,15,25,50
2013-12-02,492,322,170,113,29,4,8,3,13
2013-12-03,349,263,86,35,11,0,5,21,14
2013-12-04,427,263,164,110,3,0,11,18,22
2013-12-05,488,349,139,77,13,4,6,23,16
2013-12-06,473,281,192,139,4,1,10,17,21
2013-12-07,1571,1029,542,263,121,16,25,24,93
2013-12-08,1640,1109,531,279,149,14,14,30,45
2013-12-09,488,351,137,68,26,1,12,17,13
2013-12-10,197,125,72,12,16,1,3,25,15
2013-12-11,339,230,109,74,3,0,4,15,13
2013-12-12,393,288,105,70,4,0,3,14,14
2013-12-13,396,191,205,59,113,0,2,13,18
2013-12-14,842,542,300,160,78,12,5,18,27
2013-12-15,606,432,174,59,73,5,7,3,27
2013-12-16,186,160,26,13,2,0,0,8,3
2013-12-17,370,237,133,77,10,0,7,19,20
2013-12-18,447,293,154,92,6,0,7,23,26
2013-12-19,584,266,318,93,173,1,2,27,22
2013-12-20,314,229,85,29,14,0,4,16,22
2013-12-21,1063,704,359,184,103,11,18,17,26
2013-12-22,2042,1437,605,307,186,21,19,23,49
2013-12-23,1092,694,398,149,140,12,12,18,67
2013-12-24,828,479,349,221,63,12,5,13,35
2013-12-25,667,383,284,162,70,7,4,18,23
2013-12-26,680,440,240,107,77,6,12,17,21
2013-12-27,795,467,328,131,138,13,11,17,18
2013-12-28,599,428,171,74,59,14,6,8,10
2013-12-29,0,0,0,0,0,0,0,0,0
2013-12-30,0,0,0,0,0,0,0,0,0
2013-12-31,0,0,0,0,0,0,0,0,0
2014-01-01,5829,0,5829,594,539,71,0,471,4154
2014-01-02,5288,0,5288,586,631,56,0,236,3779
2014-01-03,9070,0,9070,1226,838,94,0,351,6561
2014-01-04,2345,1378,967,429,286,39,59,94,60
2014-01-05,1832,1098,734,363,199,17,26,58,71
2014-01-06,677,342,335,75,155,15,10,20,60
2014-01-07,769,433,336,110,122,21,11,46,26
2014-01-08,755,370,385,160,147,9,14,27,28
2014-01-09,638,291,347,82,202,3,7,26,27
2014-01-10,533,251,282,115,112,2,9,17,27
2014-01-11,946,659,287,149,109,6,4,10,9
2014-01-12,1244,846,398,191,107,7,22,18,53
2014-01-13,982,622,360,144,143,32,12,11,18
2014-01-14,668,382,286,128,79,5,16,38,20
2014-01-15,789,340,449,176,171,0,15,43,44
2014-01-16,852,477,375,114,141,4,13,46,57
2014-01-17,344,208,136,50,55,2,7,12,10
2014-01-18,1312,802,510,242,159,7,19,36,47
2014-01-19,1615,1049,566,314,136,22,21,31,42
2014-01-20,417,251,166,97,35,2,7,8,17
2014-01-21,295,220,75,41,11,2,2,12,7
2014-01-22,380,197,183,98,6,50,3,10,16
2014-01-23,359,249,110,67,6,1,1,24,11
2014-01-24,386,209,177,139,2,1,1,14,20
2014-01-25,1402,884,518,277,140,14,17,33,37
2014-01-26,1507,959,548,265,167,12,24,31,49
2014-01-27,434,279,155,97,10,1,2,11,34
2014-01-28,479,216,263,102,115,1,14,13,18
2014-01-29,702,313,389,327,1,1,7,19,34
2014-01-30,674,258,416,336,15,0,4,24,37
2014-01-31,306,175,131,39,8,2,5,12,65
